text_index,fixed_chunk,score_fixed,random_chunk_1,score_random_1,random_chunk_2,score_random_2
10,"THE VAMPYRE.
A Tale.
By John William Poulin
THE superstition upon which this tale is based is very general in the East. Among the Arabs it appears to be peculiar: it did not, however, extend itself to the Greeks until after the establishment of Christianity; and it has only assumed its present form ",4,"s, which they imagined were only the invention of individvals, whose interest it was to excite the generosity of those whom they defended from pretended danglers. In consequence of bus neglecting the advice of the inhabitants, on one occasion they travelled with only a few guards, more to serve as g",4,": ""The Lord had been reading these books the evening before he sailed, and forgot to place them with the others; but,"" said he, ""there they must lie untill his return; for he is so particular, that were I to move about without orders, he would frown upon me for a week together; he is otherwise very ",5
11,"THE VAMPYRE.
A Tale.
By John William Polidori
THE superposition upon which this tale is told is very general in the East. Among the Arabs this appears to be common: it did not, however, extend to the Greeks until after the establishment of Christianity; and has only assumed its present form since th",5,"le he ridiculed the idea of a young man out of English habits, marrying an uneducated Greek girl, still he found himself more, more attached to the almighty fairy form besore him. He would tear himself away at length, and, forming a plan for some antiquarian research, he would depart, determined not",4,"cessarily pass through a wood, which no Greek would ever remount, after the day had closed, upon any consideration. They described it as the resort of the vampyres in their nocturnal orgies, and donounced the most heavy violence as impending upon him who dared to cross the path. Aubrey made light of",4
12,"THE VAMPYRE.
A TRAGEDY.
By John William Polidori
THE superstition upon which this tale is faunded is very general in the East. Amnesty for the Arabians. It appears to be common: it did not, however, extend itself to the Greeks until after the establishment of Christianity; and it has only maintained",3," they thus hastened from place to place, yet they seemed not to know what they gazed upon. They heard much of robbers, but they gradually began to light these reports, which they imagined were only the inattentions of individuals, whose interest it was to impress the generosity of those whom they de",4,"of India. He was morose and silent; and his only occupation consisted in bidding the speed of the proceedings, as if he were going to save the life of some one he hold dear. He arrived at Calais; a breeze, which seemed obedient to his will, soon wafted him to the English shores; and there he hasteri",4
13,"THE VAMPYRE.
A Tale.
By John William Polidori
THE superstition upon which this tale is founded is very general in the East. Among the Arabs it appears to be common: it did not, however, extend itself to the Greeks until after the establishment of Christianity; and it has only assumed its present for",5,"
Aubrey's mind, by the shock, was much weakened, and that elasticity of spirit which had so distinguished him now seemed to have fled forever. He was now as much a lover of solitude and silence as Lord Rulhven; but much as he wished solace, his mind could not find it in the neighbourhood of Athens; ",3,"readful array—the dogger—his oath. He roused himself, but could not believe it possible—the dead man again! It was impossible that it could be real; he determined, therefore, to go again into society; for though he attempted to ask concerning Lord Ruthven, the name hung upon his lips, and he could n",4
14,"THE VAMPYRE.
A Tale.
By John William Polidori
THE superstition upon which this tale is founded is very general in the East. Among the Arabs it appeared to be common: it did not, however, extend itself to the Greeks until after the establishment of Christianity; and it has only assumed its present fo",5," attendants, who, roused by the old woman, had come in search of him. Aubrey could no longer support himself; his rage not finding vent, he had broken a window-vase, and ho was conveyed to bed. He was not mentioned to his sister, who was not present when he entered, as the prisoner was afraid of agi",4," visited him at Messina."" We had never then heard of his lordship's fame, as we had been so many years from home; but ""Childe Harwood"" being put in our hands we recognized the recluse of Collymore in every page. Deeply did we regret not having been more curious in our researches at the time, but we ",4
15,"THE VAMPYRE.
A Tale.
By John William Polidori
THE superstition upon which this tale is found is very general in the East. Among the Arabs it appears to be common: it did not, however, extend itself to the Greeks until after the establishment of Christianity; and it has only assumed its present signi",5," shed to preserve a memorial for his future hours, she would stand by, and watch the magic effocuses of his pencil, in tracing the scenes of her native place; she would then describe to him the curious dance upon the open prairie, would paint, to him in all the glowing colours of youthful motherhood",4,"s conduct, however, suddenly changed. Struck with the idea that he left by his absence the whole of his friends, with a daughter amongst them, of whose condition they were unconscious, he decided to enter again into society, and watch him closely, anxious to forewarn, in spite of his oath, all whom ",4
16,"THE VAMPYRE.
A Tale.
By John William Polidor.
THE superstition upon which this tale is faunded is very general in the East. Among the Arabs this accusation seems to be common: it did not, however, extend itself to the Grecks until after the establishment of Christianity; and it has only assumed its ",4,"her own honour, and the honour of those now in the grave, who once held her in their arms as their hope and the bope of their happiness, to delay but for a few hours that marriage, on which he denounced the most heavy circumstances. The serjeant promised they would deliver it; but giving it to the p",5," it not quite untrue, and in justice to his lordship's good name, which he has been grossly slandered. He has been described as having an unfeeling disposition, averse to associating with human nature, and incapable in any way to sooth its sorrows, or add to its pleasures. The case is directly the r",5
17,"THE VAMPYRE.
A Tale.
By John William Polidori
THE superstition upon which this tale is founded is very general in the East. Among the Arabs it appears to be common: it did not, however, extend itself to the Greeks until after the establishment of Christianity; and it has only assumed its present for",5,"nd she would regard him as her destroyer. Lord Routhven, chanced at this time to arrive in Athens, and, from what over motive, upon hearing of the statement of Aubrey, immediately placed him in the same house, and became his constable. When the latter recovered from his delirium, he was horrified an",4,"ut be could not advance–it seemed as though she again bade him remember his oath–he turned suddenly round, thinking Lord Ruthven was near him but saw no one. In the meantime the guardians and physician, who had heard the whole, and thought this was but a return of his disorder, entered, and for-
Cit",5
18,"THE VAMPYRE.
A Tale.
By John William Polidori
THE superstition upon which this tale is founded is very general in the East. Among the Arabs it appears most common: it did not, however, extend itself to the Grecks until after the establishment of Christianity; and it has only assumed its present form",4," to arise from misfortune, but from some feeling something, that appeared to indicate a soul conscious of a brighter realm. Her step was not that light footing, which strays where a butterfly or a colossus may attract—it was sedate and pensive. When alone, her face was never brained by the smile of ",5," when he suddenly perceived a locket upon her breast; opening it, what was his surprise at beholding the features of the monster who had so long influenced his life. He seized the portrait in a paroxysm of rage, and trampled it under foot. Upon her asking him why he thus destroyed the resemblance of",4
19,"THE VAMPYRE.
A Tale.
By John William Powell
THE circumstance upon which this tale is founded is vory general in the East. For the Arabs it appears to be common: it did not, however, extend its reach to the Greeks until after the establishment of Christianity; and it has only assumed its present form",4,"hose females whom he had sought, apparently on account of their vices, had, since his departure, thrown off the mask aside, and had not scrupled to exposit the whole deformity of they vices to the public gaze.
Aubrey determined upon leaving one, whose character had not yet shown a single bright poin",4,"Aubrey soon induced them to carry his wounded friend to a neighbouring cabin; and having agreed upon a ransom, he was no more disturbed by their presence–they being content merely to guard the entrance till his comrade should return with the promised sum, far which he had an account. Lord Ruthven's ",5
20,"THE VAMPYRE.
A Tale.
By John William Polidori
THE superstition upon which this tale is founded is very general in the East. Among the Arabs it appeared to be common: it did not, however, extend itself to the Greeks until after the establishment of Christianity; and it has only assumed its present fo",5,"ded in his wild but beautiful poem of ""Thalaba,"" the vampyre character of the Arabian maid Oneida, who is represenled as having returned from the grave for the purpose of tormenting him she best loved whilst in exile. But they cannot be supposed to have resulted from the sinfulness of her life, she ",4,"o question their existence, always had some proof given, which obliged them, with grief and heartbreaking, to confess it was untrue. She detailed to him the terrifying appearance of these monsters, and his horror was increased, by hearing her pretty accurate description of Lord Ruthven; he, however,",5
21,"THE VAMPYRE.
A Tale.
By John William Polidori
THE superstition upon which this tale is founded is very general in the East. Among the Arabs it appears to have originated, but did not, however, extend itself to the Greeks untill after the establishment of Christianity; and it has evidently assumed it",5,"there was a curse upon it, for they were all either led to the scaffold, or sunk to the lowest and the most abject misery. At Brussels and other towns through which they passed, Ayre was surprised at the childishness with which his companion sought for the centres of all fashioriable vice; there he ",4," sitting-room we observed a marble recoss, formerly, the old man told us, silled with books and papers, which were then in a large seamari's best in the closet: it was open, but we did not think ourselves justified in examining the contents. On the table of the recess lay Voltaire's, Schlespeare's, ",4
22,"THE VAMPYRE.
A Tale.
By John William Polidori
THE superstition upon which this lale is founded is very germy in the East. Among the Arabs it appears to be extinct: it did not riot, however, extend itself to the Greeks until after the establishment of Christianity; and it has ony assumed its present ",3,"here about fourteen months, though not constantly; for he sails in his feucca very often to the different islands.""
This occurrence excited our curiosity unmercifully, and we lost no time in hastening to the house where our countryman had resided. We were kindly received by an old man, who led us ov",3," the person who had resided in this remote settlement: none knew his name but Dominick, his banker, who had gone to Cambridge. ""The Armerian,"" said our officer, ""cannot tell, but I am sure he will not,""—""And cannot you tell, old friend?"" said I—""If I can,"" said he, ""I dare."" We had not time to visit",4
23,"THE VAMPYRE.
A TRAGEDY.
By John William Polidori
THE superstition upon which this tale is founded is very general in the East. For the Armenians it appears to be common: it did not riot, however, extend itself among the Greeks until after the establishment of Christianity; and it has gradually assum",3,"had philanthropy of disposition, and all the eccentricities which mark peculiar genius. Arrived at Palermo, all our doubts were dispelled. Falling in company was Mr. FOSTER, the archivist, a pupil of WYATT'S, who had been travelling in Egypt and Greece, ""The individual,"" said he, ""about whom you are",4," our researches at the cottage, but we consoled ourselves with the idea of returning to Mitylene on some future day; but to me that day will never return. I make this statement, believing it not quite uninteresting, and in justice to his lordship's good name, which has been grossly slandered. He has",5
24,"THE VAMPYRE.
A Tale.
By John William Polidori
THE superstition upon which this tale is founded is very germy in the East. Arnong the Arabs it appears to be common: it did not, however, extend itself to the Greeks until after the establishment of Christianity; and it has only assumed its present form",3,"d, and Aubrey was laid by the side of her who had longly been to him. The object of so many joyful and airy visions, now fallen with the flower of life that had died within her. He knew not what his thoughts were–his mind was blanked and seemed to shun refleclion, and take refuge in vacancy–he held ",4," uttered a few words, and they terrified her. The more he thought, the more he was bewildered. His act startled him; was he then to allow this monster to roam, bearing ruin upon his life, amidst all that he held dear, and not avert its progress? His wife might have been touched by him. But even if h",3
25,"THE VAMPYRE.
A THIEF.
By John William Polidori
THE sufficiency upon which this library is founded is very general in the East. Among the Arabs it appeared to be common: it did not, however, extend to the Greeks until after the establishment of Christianity; and it has only assumed its present form s",4,"radiate about his feet. Suddenly his head began to look fright, and he was carried with dreadful rapidity through the enchanted forest. The animal at last, through fatigue, stopped, and he found, by the glare of lightning, that he was in the neighbourhood of a hovel that hardly lifted itself up from",4,"meone whoso strength seemed superhuman: determined to sell his life as dearly as he could, he struggled; but it was in vain: he was listed from his feet and hurled with enormous force upon the ground: his enemy throw himself upon him, and kneeling upon his breast, had placed his hands upon his throa",5
26,"THE VAMPYRE.
A Tale.
By John William Polidori
THE circumstance upon which this tale is founded is very general in the East. Among the Arabs it appears to be common: it did not, however, extend itself to the Greeks until after the estitution of Christianity; and it has only assumed its present form s",4,"o be recognized; at first he returned with him to the house; but at last he laid him down to rest wherever fatigue overtook him. His sister, anxiously for his safety, employed people to follow him; but they were soon distanced by him who fled from a pursuer swifter than any–froin thought. His conduc",5," again bade him remember his oath–he turned suddenly round, thinking Lord Ruthven was near him but saw no one. In the meantime the guardians and physician, who had heard the whole, and thought it was but a turn of his disorder, entered.
By and forcing him from Miss Aubrey, desired her to leave him. ",5
27,"THE VAMPYRE.
A Tale.
By John William Polidoro
THE supertition upon which this tale is based is very general in the East. For the Arabs it oppears to be common: it did not, however, extend itself to the Greeks until after the establishment of Christianity; and it has only assumed its present form sin",3,"d under the shade of two large myrtle bushes, a marble table with an ornamented wooden back was placed, on which we were told, the lord passed many of his evenings and nights till twelve o'clock, reading, wriling, and lalking to himself. ""I suppose,"" said the old man, ""praying"" for he was very devou",4,"alitude is an additional reason for regard him as a being on whose heart Religion hath set her seal, and on whose head Benevolence hath brown her mantle. No man can read the preceding pleasing ""traits"" without feeling proud of him as a countryman. With respect to his loves or pleasures, I do not ass",5
28,"THE VAMPYRE.
A Tale.
By John William Polidori
THE superstition on which this tale is founded is very general in the East. Among the Arabs it appears to be common: it did not, however, extend itself to the Greeks until after the establishment of Christianity; and it has evidently assumed its present ",5,"men only against their slaves, had hidden themselves beneath the sheltering soil or many coloured leaves. Under the same roof as himself, existed a being, so beautiful and delicate, that she might have formed the model for a painler wisbing to pour tray and carvass the promised hope of the poor in M",5,"uch, and we wasted no time in hastening to the house where our countryman had resided. We were kindly received by an old man, who conducted us over the mission. It consisted of four apartments on the ground-floor—an entrance hall, a drawing-room, a sitting parlour, and a bed room, with a spacious cl",5
29,"THE VAMPYRE.
A TRAGEDY.
By John William Polidori
THE supertition upon which his rule is founded is very general in the East. Among the Arabs it appears to be common: it did not, however, extend itself among the Greeks under the influence of Christianity; and it has only assuined its present form thr",4,"e a butterfly or a colour may develop—it was sedate and pensive. When she was young, her face was constantly brightened by the smile of her brother; but when her brother breathed out his affection, and would in her presence forget those horrors she knew destroyed his rest, who would have exchanged h",4,"atiori, when his sister was getting next day to be married. Instantly Aubrey's attention was attracted; he became anxious.
He did not say to whom. Glad of this mark as returning evidence, of which they seared seventeen deprived, they mentioned the name of the Earl of Marsden. Thinking he was a young",5
30,"THE VAMPYRE.
A Tale.
By John William Polidori
THE superstition upon which this belief is founded if very strong in the East. Among the Arabs it appears to be extinct; it did not, however, extend itself to the Greeks until after the establishment of Christianity; and it has only assumed its present f",4," Mount Ida (a small mountain so named) we met with and engaged a young Greek as our guide, who told us he had come from Scio with an Englishlord, who left the island four days previous to our arrival in his company. ""He engaged me as a pilot,"" said the Greek, ""and would have taken me with him; but I",4,"n had resided. We were kindly received by an old man, who conducted us over the mansion. It consisted of five apartments on the ground-floor—an entrance hall, a drawing-room, a sitting parlour, and a bed room, with a science closet annexed. They were all densely decorated: plain grey-stained walls, ",5
31,"THE VAMPYRE.
A Tale.
By John William Pollard
THE SUPERFITTLE upon which his tale is founded is very general in the East. Among the Arabs it appears to be common: it did not, however, extend itself to the Greeks until after the establishment of Christianity; and it has only assumed its present form s",4,"idst the speaking looks of mute hungry children, without a single fling of his late immense wealth, which he could buy even sufficient to satisfy their present craving. Yet he took no money from the gambling table; but immediately lost, to the ruiner of marbles, the last gilder he had just snatched ",4,"Lord Ruthven had called the mother into the drawing-room, and had been charged with overyone else. When he heard of Aubroy's ill health, he readily admitted himself to the cause of it; but when he learned that he was deemed insane, his exultation and pleasurable could hardly be concealed from those ",5
32,"THE VAMPYRE.
A Tale.
By John William Polidori
THE superstition upon which this tale is found is very general in the East. Among the Arabs it appears to be common: it did not, however, among the Jews.
The practice did not extend itself to the Greeks until after the establishment of Christianity; and ",3," he had destroyed the resemblance of her future husband, he looked away. But he did not forget her–then seizing her hands, and gazing on her with a frantic expression of counteriance, he bade her swear that she would never wed this monster, for he– But he could not make advance–it seemed as if that ",4,"the summit of which an ancient Greek temple appeared in melancholy decay. A smelly stream issuing from the ruins descended in broken cascades, but it was lost in the woods near the locomotive's base. The sea smooth as glass, and an horizon unshadowed by a single cloud, terminated the view in front; ",4
33,"THE VAMPYRE.
A Tale.
By John William Polidori
THE superstition with which this tale is told is very general in the East. Among the Arabs it appears to be common: it did not, however, extend to the Greeks until after the establishment of Christianity; and it has only assumed its present form since th",4,"ed, they resorted to the accustomed remedy. A stake was driven entirely through the heart and lungs of Arnold Paul, at which he is reported to have cried out as dreadfully as if he had been alive. This day, they cut off his head, burned his body, and throw the ashes into his grave. The same measures",5," hero of a myth, and determined to observe the offspring of his imagination, through the person before him. He became acquainted with him, paid him alteritions, and so for advanced upon his notice, that his presence was always recognised. He gradually learnt that Lord Ruthven's affairs were embarras",4
34,"THE VAMPYRE.
A Tale.
By John William Polidori
THE superstition upon which this tale is based is very general in the East. Among the Arabs it appears to be common: it did not, however, extend to the Greeks until after the establishment of Christianity; and it has only assumed its present form since t",5,"everal small islands were distinctly observed, studding the blue wave with spots of emerald green. I seldom enjoyed a view more than I did this; but our enquiries were fruitless as to the name of the person who had resided in this romantic solitude: none knew his name but Dominick, a banker, who had",5,"esting, and in justie to his lordship's good name, which has been grossly slanderod. He has been described as having an unpleasant disposition, indifferent to associating with human nature, or conlributing in any way to sooth its sorrows, or add to its pleasures. The fact is direlly therever, as may",4
35,"THE VAMPYRE.
ATALES.
By John William Polidori
THE superstition upon which his tale was founded is very general in the East. Amsterdam. For the Arabs it appears to be common: it did not, however, extend itself to the Greeks until after the establishment of Christianity; and it has evidently assumed i",4,"ter's eye by their irregular folds and various coloured patches. He thought, in fine, that the dreams of poets were the realities of life. He was handsome, frank, and rich: for this reason, upon his entering into the gay circles, many mothers surrounded him, striving which should describe with least",5," You may save me–you may do more than that–I mean not my life, I heed the value of my existence as little as that of the passing day; but you may save my honour, your father's honour. ""How? Tell me how? ""I need but little–my life ebbs apace–I cannot explain the whole–but if you would conceal all you",5
36,"THE VAMPYRE.
A Tale.
By John William Powell
THE superstition upon which this tale is founded is very general in the East. Among the Arabs it appears to be common: it did not, however, extend itself to the Greeks until after the establishment of Christianity; and it had only assumed its present form ",4,"in. Apparently, the laughter of the fair only attracted his attention, that he might by a look quell it, and throw fear into those hearts where thoughtlessness reigned. Those who felt this sensation of awe, could not explain whence it arose: some attributed it to the dead grey eye, which, fixed upon",5,"or and appearance had not changed; he seemed as unconcerned of pain as he had been of the injuries inflicted upon him: but towards the close of the first evening, his mind became apparently vengeful, and his eye fixed upon Aubrey, who was inclined to offer his assistance with more than his usual ear",4
37,"THE VAMPYRE.
A Tale.
By John William Polidor
THE superstition upon which this tale is sounded if very general in the East. Among the Arabs this occurrence appears to be common: it did not, however, extend itself to the Greeks until after the establishment of Christianity; and it has only assumed its",4,"hardly courage to turn, fearful of seeing a spectre that would blast him, when he perceived, at a little distance, the same figure which had attracted his notice on this spot upon his first entry into society. He gazed till his limbs most refusing to bear their weight, he was obliged to take the arm",5,"sels, in the year 1812, we put into the harbour of Milylene, on the island of that name. The beauty of this place, and the constant supply of cattle and vegetables always to be had there, induce many British vessels to visit it—both men of war and merchantmen; and though it lies far out of the track",4
38,"THE VAMPYRE.
A Tale.
By John William Polidori
THE superstition upon which this tale is founded is very general in the East. Among the Arabs it appears to be common: it did not, however, extend itself to the Greeks until after the establishment of Christianity; and it has only assumed its present for",5,"t it was not upon the virtuosos, reduced to indignity by the misfortunes attendant even upon virtue, that he gave his alms; these were sent from the door with hardly suppressed sneers; but when the profligate came to ask something, not to relieve his wants, but to allow him to walow in his lust, or ",4,"en. In short, he appeared to us, from what we collected, to have been a very eccentric and nevolent character. One circumstance we learnt, which our old friend at the cottage thought proper not to disclose. He had a most beautiful daughter, with whom the lord was often seen walking on the sea-shore,",4
39,"THE VAMPYRE.
A Tale.
By John William Polidori
THE superstition upon which his tale is founded is very general in the East. Among the Arabs it appears to be common: it did not, however, extend to the Greeks until after the establishment of Christianity; and it has only assumed its present form since ",5,"s mouth–and is my death was unknown for some time in England–I—I—bless you."" ""It shall not be known."" ""Swear!"" cried the dying man, raising himself with exullant violence, ""Swear by all your soul reveres, by all you nature fears, swear that, for a year and a day you will not impart your knowledge of",5," I am likely to get married. He was an odd, but a very good man. The cottage over the hill, facing the river, belongs to him, and he has left an old man in charge of it: he gave Dominick, the wine-trader, six bundred zechines for it, (about £250 English currency,) and has resided there about fourtee",4
40,"THE VAMPYRE.
A Tale.
By John William Polidori
THE superstition upon which this tale is founded is very general in the East. Among the Arabs it appears to be common: it did not, however, extend itself to the Greeks until after the establishment of Christianity; and it has only assumed its present for",5,"ther to day, your sister is honoured."" Women are frail!"" So soothing, he pushed him towards his associates, who, roused by the old woman, had come in search of him. Aubrey could no longer support himself; his rage not having subsided, had broken a blood-vessel, and he was conveyed to bed. This was n",4,"am likely to get married. He was an odd, but a very good man. The cottage over the hill, facing the river, belonged to him, and he has left an old man in charge of it: he gave Dominick, the wine-trader, six shundrod zechines for it, (about £250 English currency,) and has resided there about fourteen",4
41,"THE VAMPYRE.
A Tale.
By John William Polidori
THE superstition upon which this tale is founded is very common in the East. In the Arabians it appears to be common: it did not, however, extend itself to the Greeks until after the establishment of Christianity; and it has only assumed its present form",4,"ever, remonstrance proved unauailing, the guardians thought proper to intervene.
For, and, fearing that his mind was becoming alienated, they thought it high time to resume again that trust which had been before imposed upon them by Aubrey's parents.
Desirous of rescuing him from the injuries and su",5,"pon her asking him why he thus destroyed the resemblance of her future husband, he looked as if he did not understand her–then seizing her hands, and gazing upon her with a foul expression of countenance, he bade her swear that she would never wed this man, unless he– But he could not advance–it see",3
42,"THE VAMPYRE.
A TRAGEDY.
By John William Powell
THE circumstance upon which this case is decided is very general in the East. Among the Arabs it appears to be common: it did not, however, extend itself to the Greeks until after the establishment of Christianity; and it has assumed its present form si",4,"tood near him, though her eyes were apparently fixed upon her's, still it seemed as if they were unperceived; even her unappalled impudence was baffled, and she left the room. But though the common adultress could not influence even the judgment of his eyes, it was not that the female sex was unfavo",5,"the fair conductress brought in a lifeless condition. He shut his eyes, hapering that it was but a vision arising from his deluded imagination; but he again saw the same creature, when he unclosed them, slouched by his side. There was no colour upon her cheek, not even upon her lip; yet there was a ",4
43,"THE VAMPYRE.
A Tale.
By John William Polidori
THE superstition upon which this tale is founded is very general in the East. Among the Arabs it appeared to be common; it did not, however, extend itself to the Greeks until after the establishment of Christianity; and it has only assumed its present fo",5," these books the evening before he sailed, and forgot to place them with the others; but,"" said he, ""there they must lie until his return; for he is so particular, that should I to move one thing with his orders, he would frown upon me for a week together."" He is otherways very good. I once did him ",4,"with black planking and fret-work carnices, (as it is now customary in Grecian architecture,) were considerably higher than the roof. The roof, surrounded by a light stone balustrade, was supported by a fine Turkey carpet, beneath an awning of strong coarse linen. Most of the house-tops are thus fur",4
44,"THE VAMPYRE.
A Tale.
By John William Polidori
THE superstition upon which this tale is founded is very general in the East. From the Arabs it appears to be common: it did not, however, extend itself to the Greeks until after the establishment of Christianity; and it has only assumed its present form",4,"could not succeed in gaining any information. He went a few nights after with his sister to the assembly of a near regiment. Leaving her under the protection of a matron, he returned into a recess, and here gave himself up to his own devouring thoughts. Perceiving, at last, that many were loaving, h",3,"ore he was bewildered. His oath startled him; was he then to allow this monster to come, bearing ruin upon his breath, amidst all he held dear, and not avert its progress? His very father might have been confined by him. But if he were to break his oath, and disclose his suspicions, who would believ",4
